X,Y,Z,Id
34.769739955,31.2680601010001,0,0
34.7656877960001,31.264948206,0,0
34.76983003,31.26886182,0,0
34.7713796210001,31.269119876,0,0
34.767682397,31.269717789,0,0
34.7704792070001,31.270953289,0,0
34.7677389090001,31.2676933720001,0,0
34.7694258720001,31.269905168,0,0
34.772316846,31.2695807010001,0,0
34.770552482,31.2695194070001,0,0
34.7710452170001,31.26991436,0,0
34.7707180100001,31.2687132560001,0,0
34.7703059930001,31.2703264130001,0,0
34.7709808560001,31.2718110050001,0,0
34.7719091660001,31.27032798,0,0
34.771559489,31.2699913750001,0,0
34.7720305560001,31.271375269,0,0
34.7725166220001,31.270413202,0,0
34.771184686,31.271213667,0,0
34.7704463,31.2713886350001,0,0
34.76968207,31.2711582790001,0,0
34.7686588970001,31.2707870400001,0,0
34.7594531990001,31.270293264,0,0
34.7686990120001,31.2713686020001,0,0
34.7680219150001,31.2703430770001,0,0
34.763835817,31.269743987,0,0
34.7673415900001,31.271082811,0,0
34.7648386230001,31.2722482460001,0,0
34.7665967510001,31.2717220220001,0,0
34.764261903,31.272980343,0,0
34.7649376050001,31.2729192730001,0,0
34.7643207260001,31.271546245,0,0
34.763641148,31.2720318520001,0,0
34.76563072,31.268619782,0,0
34.765086131,31.2709931,0,0
34.7660216520001,31.2668896660001,0,0
34.7652644280001,31.2663047620001,0,0
34.7639617460001,31.265275854,0,0
34.759575522,31.2694352510001,0,0
34.765908,31.265509627,0,0
34.767096042,31.267588753,0,0
34.7666160790001,31.266939719,0,0
34.7667124910001,31.266041898,0,0
34.7659088190001,31.2663363120001,0,0
34.764983837,31.2657878800001,0,0
34.7652437990001,31.26720063,0,0
34.761727529,31.2673582,0,0
34.7643636340001,31.267503881,0,0
34.7647432380001,31.268020188,0,0
34.7642113480001,31.2685423630001,0,0
34.7635822030001,31.2684276250001,0,0
34.7627792690001,31.266786623,0,0
34.762721218,31.2674887700001,0,0
34.763098977,31.268033243,0,0
34.761259943,31.268250488,0,0
34.760834968,31.267834758,0,0
34.7671402880001,31.2703960490001,0,0
34.7655479380001,31.2698883260001,0,0
34.7649533310001,31.2691202670001,0,0
34.766109284,31.269232346,0,0
34.7669554460001,31.2690444090001,0,0
34.766671725,31.268379823,0,0
34.7674481820001,31.266654223,0,0
34.767577713,31.2689016090001,0,0
34.7680949200001,31.2670537280001,0,0
34.7656402100001,31.271658625,0,0
34.7620538370001,31.2701479900001,0,0
34.7640128940001,31.270313989,0,0
34.762873019,31.2695449940001,0,0
34.7586262200001,31.26981994,0,0
34.7610985310001,31.270119348,0,0
34.7613818,31.270762749,0,0
34.7631035380001,31.2713285990001,0,0
34.7632587840001,31.2708676180001,0,0
34.7622115520001,31.270909085,0,0
34.7646209390001,31.270633144,0,0
34.7603999770001,31.2700680620001,0,0
34.759000708,31.269066391,0,0
34.754851252,31.2657399,0,0
34.7605481740001,31.2708153130001,0,0
34.7603909110001,31.2695458170001,0,0
34.7610970200001,31.269495826,0,0
34.761281738,31.2690254950001,0,0
34.762797124,31.269139404,0,0
34.7646962360001,31.269622559,0,0
34.7637731780001,31.266207837,0,0
34.764451508,31.266712048,0,0
34.7635769080001,31.2672624580001,0,0
34.759980872,31.268360095,0,0
34.7555058900001,31.2658165870001,0,0
34.757451755,31.2688864090001,0,0
34.7574698020001,31.2667045850001,0,0
34.7552828010001,31.2664756450001,0,0
34.758004876,31.266156881,0,0
34.7572986480001,31.2671508060001,0,0
34.7560170990001,31.2670517010001,0,0
34.7568183340001,31.267665128,0,0
34.758541291,31.2684885780001,0,0
34.7566656070001,31.26826565,0,0
34.759378054,31.2672746540001,0,0
34.7576071140001,31.2682827260001,0,0
34.7591340050001,31.267804621,0,0
34.758106974,31.2677866550001,0,0
34.758915518,31.2676308760001,0,0
34.7599794650001,31.266610562,0,0
34.7586389790001,31.2666370250001,0,0
34.7591553190001,31.2653518870001,0,0
34.7592734130001,31.26639634,0,0
34.7562141610001,31.2660722200001,0,0
34.756865282,31.2664441310001,0,0
34.7568329580001,31.2656811570001,0,0
34.7567858210001,31.2648804070001,0,0
34.757398456,31.26545407,0,0
34.7579971210001,31.2649805980001,0,0
34.764922557,31.2645041580001,0,0
34.7577855500001,31.2645482660001,0,0
34.7611589110001,31.264563088,0,0
34.7602403880001,31.2638728950001,0,0
34.7591674830001,31.264092051,0,0
34.7602468530001,31.2646339390001,0,0
34.7627267980001,31.264077548,0,0
34.7610474840001,31.2638149090001,0,0
34.761775302,31.2641139690001,0,0
34.7643691050001,31.2637290600001,0,0
34.7625104640001,31.263586199,0,0
34.7634940200001,31.26326189,0,0
34.763331662,31.2643874120001,0,0
34.764170247,31.264605982,0,0
34.76142142,31.2664954410001,0,0
34.7648088780001,31.2655181160001,0,0
34.763119123,31.265763173,0,0
34.7622926080001,31.265914889,0,0
34.7743592850001,31.219809191,0,0
34.7743433210001,31.220770906,0,0
34.77369135,31.220040511,0,0
34.7751623780001,31.2206460830001,0,0
34.7717746170001,31.2217800550001,0,0
34.7748939210001,31.2201208860001,0,0
34.7717174520001,31.2209925490001,0,0
34.7731790400001,31.220172054,0,0
34.77527424,31.2227142460001,0,0
34.7725276360001,31.220613895,0,0
34.7732863730001,31.220639648,0,0
34.7725751790001,31.2211770370001,0,0
34.772596551,31.22011151,0,0
34.7749194560001,31.221318938,0,0
34.775723376,31.2209284520001,0,0
34.7761671420001,31.2213167670001,0,0
34.776574479,31.2217370220001,0,0
34.7763341310001,31.2226927950001,0,0
34.7733921760001,31.221261052,0,0
34.7742799690001,31.2231556290001,0,0
34.77225923,31.222140489,0,0
34.7720871540001,31.2222717020001,0,0
34.7736775020001,31.2225175400001,0,0
34.7729288530001,31.223076276,0,0
34.7756883070001,31.224491814,0,0
34.7733476970001,31.2234724370001,0,0
34.7743344200001,31.224165322,0,0
34.7768789350001,31.2222221220001,0,0
34.7773790580001,31.2225172070001,0,0
34.7800628630001,31.2239765100001,0,0
34.776953324,31.2235267400001,0,0
34.7737312080001,31.223903873,0,0
34.776232024,31.22349117,0,0
34.775003102,31.223853815,0,0
34.776803468,31.2241684300001,0,0
34.7761259550001,31.22483614,0,0
34.77580691,31.2239698930001,0,0
34.7747028630001,31.2245699160001,0,0
34.775106775,31.2249338350001,0,0
34.7754785760001,31.22533185,0,0
34.7776335140001,31.223005007,0,0
34.7780229210001,31.2233747970001,0,0
34.779593495,31.2233555070001,0,0
34.7794046970001,31.224107614,0,0
34.78076908,31.22379584,0,0
34.778594711,31.2245948,0,0
34.7773302840001,31.224660321,0,0
34.7782453520001,31.225070019,0,0
34.7788303990001,31.226028227,0,0
34.779512514,31.225334349,0,0
34.779153238,31.22490356,0,0
34.779848288,31.2247337900001,0,0
34.7782018250001,31.2259720390001,0,0
34.781329124,31.2240967500001,0,0
34.7794407490001,31.226163435,0,0
34.7800527260001,31.22628955,0,0
34.780732039,31.225579129,0,0
34.780361473,31.225216308,0,0
34.781097619,31.2250564010001,0,0
34.7742880420001,31.222040029,0,0
34.7725360430001,31.2226548250001,0,0
34.7854042380001,31.263064867,0,0
34.785848663,31.2624785400001,0,0
34.7869344490001,31.2631031870001,0,0
34.7878841570001,31.2630035600001,0,0
34.777300252,31.2616211540001,0,0
34.7785210390001,31.261727019,0,0
34.779291404,31.261098449,0,0
34.7786807950001,31.2606081550001,0,0
34.7778671130001,31.261127769,0,0
34.785019005,31.2678188510001,0,0
34.7837096480001,31.2669956610001,0,0
34.785455486,31.2640553860001,0,0
34.7779666660001,31.265674964,0,0
34.776697352,31.2651130560001,0,0
34.774819617,31.264353385,0,0
34.772087007,31.2636865590001,0,0
34.7709185350001,31.26343194,0,0
34.7732219310001,31.2632625960001,0,0
34.7737782070001,31.262290224,0,0
34.779001366,31.264086519,0,0
34.7791492100001,31.263824637,0,0
34.7746867710001,31.261537262,0,0
34.776404686,31.2620993140001,0,0
34.7800237710001,31.2618922080001,0,0
34.781825011,31.266406902,0,0
34.7819159840001,31.265739722,0,0
34.7754425540001,31.262858528,0,0
34.774545414,31.262173138,0,0
34.7845401640001,31.2663622540001,0,0
34.777187993,31.2705905500001,0,0
34.7780285310001,31.2699665440001,0,0
34.777083281,31.2697962290001,0,0
34.7782809290001,31.2695386780001,0,0
34.777479111,31.269217332,0,0
34.7765009390001,31.269798317,0,0
34.7753545910001,31.2693711310001,0,0
34.775164401,31.2682514320001,0,0
34.7728858830001,31.2673059700001,0,0
34.771769116,31.2663044290001,0,0
34.772841337,31.268377818,0,0
34.7717070090001,31.2682369520001,0,0
34.7710687090001,31.2674068540001,0,0
34.7707360960001,31.2668591440001,0,0
34.770255917,31.266555587,0,0
34.7694947750001,31.266063994,0,0
34.7705845840001,31.2655033560001,0,0
34.778949851,31.268731476,0,0
34.7779371230001,31.2681495460001,0,0
34.776910141,31.266920401,0,0
34.7779936960001,31.266277637,0,0
34.7784960230001,31.26748775,0,0
34.774646107,31.260654474,0,0
34.7755271340001,31.2601066290001,0,0
34.776766025,31.2598395110001,0,0
34.776868855,31.260415902,0,0
34.777940137,31.259893505,0,0
34.7773816430001,31.259346169,0,0
34.7791225070001,31.259758538,0,0
34.780538543,31.2596904540001,0,0
34.78859678,31.2640966860001,0,0
34.7832525160001,31.263742656,0,0
34.7857359830001,31.263479902,0,0
34.776850476,31.2610906580001,0,0
34.7813735780001,31.2634424510001,0,0
34.781933392,31.262937858,0,0
34.7811175530001,31.2626245880001,0,0
34.7814191080001,31.262084487,0,0
34.782891277,31.2619996500001,0,0
34.7811141600001,31.2610713930001,0,0
34.7820168740001,31.2624257360001,0,0
34.7830425390001,31.262948367,0,0
34.7826647430001,31.2615269670001,0,0
34.7815033,31.260767179,0,0
34.7828112600001,31.260208827,0,0
34.7878466230001,31.2625908800001,0,0
34.786088567,31.2600067380001,0,0
34.7826678700001,31.2593723950001,0,0
34.785773996,31.261989183,0,0
34.7842639460001,31.261139047,0,0
34.7826508900001,31.260903827,0,0
34.782889982,31.267659129,0,0
34.780170906,31.2692824110001,0,0
34.785027981,31.2657346720001,0,0
34.783453545,31.2655825140001,0,0
34.784121584,31.265601969,0,0
34.786593705,31.265172744,0,0
34.779247793,31.265841579,0,0
34.779335281,31.2647824200001,0,0
34.7802747330001,31.2642835400001,0,0
34.7816476830001,31.264741658,0,0
34.7815637960001,31.264112364,0,0
34.7828789120001,31.2666455570001,0,0
34.78307956,31.2660801390001,0,0
34.7832246400001,31.264528946,0,0
34.784659171,31.2646539190001,0,0
34.7855065690001,31.264593502,0,0
34.7871013070001,31.264097722,0,0
34.7800117580001,31.2684902930001,0,0
34.772421014,31.2627343120001,0,0
34.785164959,31.271740019,0,0
34.782849635,31.2709568660001,0,0
34.795785435,31.271337536,0,0
34.787169056,31.2686011540001,0,0
34.7889196420001,31.2683578,0,0
34.7884556440001,31.268956347,0,0
34.7986549020001,31.2663151580001,0,0
34.799350111,31.2668086420001,0,0
34.795270438,31.269085621,0,0
34.7972142850001,31.2709792250001,0,0
34.7978449660001,31.2711321300001,0,0
34.797951079,31.270370284,0,0
34.797952391,31.269879163,0,0
34.797362589,31.2699331900001,0,0
34.797119498,31.2701982470001,0,0
34.797341203,31.2706185110001,0,0
34.7883074370001,31.2733873510001,0,0
34.78748054,31.2729961840001,0,0
34.7874692950001,31.273625526,0,0
34.786479066,31.273772824,0,0
34.7857576970001,31.2734144120001,0,0
34.7858255720001,31.2726865400001,0,0
34.8002697090001,31.268893459,0,0
34.795816363,31.261859293,0,0
34.792590906,31.2711276810001,0,0
34.792929234,31.270717389,0,0
34.7936804390001,31.270095752,0,0
34.794291667,31.269838291,0,0
34.789551665,31.2699717690001,0,0
34.7889155030001,31.2709801550001,0,0
34.7870894700001,31.271921048,0,0
34.787916233,31.271695535,0,0
34.793813255,31.271387314,0,0
34.794921957,31.2587696210001,0,0
34.794544489,31.2592913490001,0,0
34.7945979150001,31.260072377,0,0
34.7946558960001,31.2612445930001,0,0
34.791800305,31.271915198,0,0
34.791607523,31.2726526430001,0,0
34.790381853,31.2713692740001,0,0
34.793311058,31.271970246,0,0
34.79412318,31.272274816,0,0
34.795101887,31.2725483500001,0,0
34.796440525,31.270501348,0,0
34.820401159,31.22393147,0,0
34.8187855570001,31.224214621,0,0
34.8193659020001,31.222350557,0,0
34.8191800980001,31.223362808,0,0
34.8201916570001,31.223043751,0,0
34.8201294150001,31.222154247,0,0
34.8211194450001,31.2227555970001,0,0
34.8203736460001,31.2216138370001,0,0
34.822984891,31.2215075720001,0,0
34.8228623210001,31.2205344990001,0,0
34.8238757560001,31.220239416,0,0
34.824003545,31.2210983740001,0,0
34.8141227200001,31.2200360690001,0,0
34.815373697,31.220069311,0,0
34.8168252290001,31.220374738,0,0
34.8180795600001,31.2206947440001,0,0
34.8160534300001,31.2190343190001,0,0
34.816525262,31.217664009,0,0
34.8169684700001,31.216392354,0,0
34.81752163,31.215269076,0,0
34.817298572,31.2195554200001,0,0
34.8180488670001,31.2182735420001,0,0
34.8186456,31.219990437,0,0
34.8191031280001,31.21867683,0,0
34.819509698,31.217513266,0,0
34.8200312920001,31.2160021120001,0,0
34.8193892640001,31.215492581,0,0
34.76562705,31.237373473,0,0
34.7725781840001,31.240537428,0,0
34.773935167,31.238904688,0,0
34.7719913560001,31.2391383510001,0,0
34.771940311,31.237556781,0,0
34.773025843,31.239930589,0,0
34.777365102,31.2364265690001,0,0
34.7712392940001,31.2413026150001,0,0
34.8141914820001,31.2438602760001,0,0
34.8126588480001,31.242863459,0,0
34.812668122,31.2432931330001,0,0
34.814298347,31.2434295750001,0,0
34.8196604130001,31.2481633100001,0,0
34.821221882,31.2505110760001,0,0
34.822217982,31.251981442,0,0
34.8233405450001,31.2506885170001,0,0
34.8145344110001,31.2556894210001,0,0
34.813654145,31.2571318,0,0
34.8142962530001,31.257568652,0,0
34.8136812020001,31.2578875620001,0,0
34.8123558560001,31.258088876,0,0
34.794260503,31.26608867,0,0
34.794062981,31.2708888810001,0,0
34.7886506300001,31.265899071,0,0
34.800880702,31.2661863330001,0,0
34.801320398,31.2656443560001,0,0
34.7907347670001,31.2601235610001,0,0
34.793755258,31.261168796,0,0
34.7939394730001,31.260604786,0,0
34.7892831240001,31.2650590310001,0,0
34.7901806740001,31.265389471,0,0
34.7893292430001,31.2664213420001,0,0
34.7840201340001,31.2696430350001,0,0
34.785196689,31.2692876400001,0,0
34.792452586,31.2637690870001,0,0
34.7924623220001,31.2615282670001,0,0
34.7911979560001,31.2604921920001,0,0
34.7814190610001,31.2713055630001,0,0
34.7821758850001,31.270015465,0,0
34.7830928990001,31.269177443,0,0
34.784140494,31.26858251,0,0
34.7860757500001,31.2675161350001,0,0
34.7872868380001,31.266653256,0,0
34.78841455,31.2656714780001,0,0
34.789190841,31.2644850990001,0,0
34.7891187060001,31.2631835440001,0,0
34.788883818,31.2624223980001,0,0
34.7884458030001,31.261667817,0,0
34.788231318,31.2613328250001,0,0
34.797819073,31.2620050310001,0,0
34.788044761,31.261029002,0,0
34.7878653980001,31.2607070870001,0,0
34.792868072,31.2680103100001,0,0
34.7918707330001,31.2681920210001,0,0
34.791758486,31.267215634,0,0
34.792453128,31.266370619,0,0
34.792472049,31.2647770450001,0,0
34.7930048920001,31.264115417,0,0
34.791204479,31.2639942180001,0,0
34.798712745,31.2708492470001,0,0
34.7993863200001,31.2708575290001,0,0
34.7990592680001,31.2704447,0,0
34.78725358,31.2712949580001,0,0
34.7950236250001,31.2658130200001,0,0
34.7947517370001,31.2658121530001,0,0
34.7948932480001,31.2654845430001,0,0
34.791183803,31.2637709570001,0,0
34.791189548,31.263259992,0,0
34.789985732,31.264106752,0,0
34.7895687230001,31.2633545510001,0,0
34.797779049,31.2469802460001,0,0
34.803230645,31.24749352,0,0
34.798324505,31.24682986,0,0
34.799570617,31.242446224,0,0
34.7996752440001,31.241605355,0,0
34.8002098800001,31.2409503100001,0,0
34.8000471030001,31.2449720020001,0,0
34.8000401850001,31.24649757,0,0
34.7996601400001,31.2470893400001,0,0
34.798786444,31.246806415,0,0
34.798415219,31.2481242170001,0,0
34.8023853890001,31.244544153,0,0
34.80005169,31.244388262,0,0
34.799528622,31.243554316,0,0
34.7981498950001,31.244232298,0,0
34.7971471610001,31.244034325,0,0
34.776331091,31.2687341110001,0,0
34.774458945,31.267967926,0,0
34.7745040230001,31.268995659,0,0
34.7785492960001,31.271054049,0,0
34.778636545,31.270894711,0,0
34.7748136490001,31.265842171,0,0
34.7755071710001,31.266535613,0,0
34.7768389190001,31.26597302,0,0
34.777071818,31.26579695,0,0
34.7773800080001,31.2661979,0,0
34.7759094840001,31.2653240930001,0,0
34.774143275,31.2664256310001,0,0
34.7731389240001,31.2670176020001,0,0
34.772442009,31.2665689840001,0,0
34.7732233180001,31.2656916620001,0,0
34.773550432,31.2645639080001,0,0
34.772092709,31.264857846,0,0
34.775253465,31.2670274590001,0,0
34.776755892,31.263125867,0,0
34.7756963520001,31.264652363,0,0
34.775867438,31.264312454,0,0
34.775995564,31.2640304970001,0,0
34.7750442970001,31.2637249950001,0,0
34.777321751,31.2644563220001,0,0
34.776264129,31.2640203290001,0,0
34.778077867,31.2626470970001,0,0
34.7788988930001,31.266083881,0,0
34.773940442,31.264102833,0,0
34.774426766,31.2668235840001,0,0
34.7658695050001,31.243575353,0,0
34.766570147,31.2428718460001,0,0
34.7664777030001,31.2423223530001,0,0
34.765561324,31.242449897,0,0
34.7663337610001,31.2417042330001,0,0
34.7673839560001,31.242081464,0,0
34.7658270590001,31.244438717,0,0
34.767628723,31.2447214520001,0,0
34.766930776,31.2455118500001,0,0
34.766882916,31.246173169,0,0
34.767791436,31.245829444,0,0
34.7669794930001,31.2467874380001,0,0
34.7679242040001,31.2467417730001,0,0
34.76613388,31.2467515610001,0,0
34.7675112100001,31.2475578670001,0,0
34.7681741230001,31.248457881,0,0
34.766331914,31.2479646990001,0,0
34.766074023,31.2489458700001,0,0
34.7644924700001,31.2490832510001,0,0
34.7676822920001,31.250180502,0,0
34.7683910480001,31.249624297,0,0
34.765867326,31.2498240990001,0,0
34.7666003620001,31.2498054440001,0,0
34.7667960700001,31.250273156,0,0
34.76812826,31.250805117,0,0
34.762370758,31.250287773,0,0
34.7616992310001,31.250304197,0,0
34.763604704,31.2508323340001,0,0
34.764942208,31.251561119,0,0
34.761067305,31.250714773,0,0
34.762986982,31.2505604030001,0,0
34.7620402840001,31.251271151,0,0
34.762233516,31.2519494960001,0,0
34.7615056880001,31.251836278,0,0
34.760243055,31.251000113,0,0
34.7602099960001,31.251659067,0,0
34.7634262300001,31.2519560740001,0,0
34.76491953,31.2438400200001,0,0
34.7630080750001,31.2439025780001,0,0
34.765556099,31.2438650190001,0,0
34.7657296410001,31.2454407560001,0,0
34.764165802,31.244718746,0,0
34.7650716310001,31.244919076,0,0
34.7642567990001,31.2452611460001,0,0
34.763355355,31.2464657420001,0,0
34.7614063250001,31.2471631710001,0,0
34.7635258130001,31.245504678,0,0
34.760679956,31.2432901440001,0,0
34.759619098,31.2436298270001,0,0
34.7590084920001,31.2445212110001,0,0
34.762050732,31.24321402,0,0
34.7629904030001,31.236068877,0,0
34.7646478200001,31.2362173170001,0,0
34.76555498,31.2364198550001,0,0
34.765646684,31.2373630390001,0,0
34.761884643,31.2443353310001,0,0
34.7626024640001,31.2447240870001,0,0
34.76071805,31.244781586,0,0
34.761958071,31.2455179470001,0,0
34.7615695270001,31.2461908560001,0,0
34.760153206,31.2457651170001,0,0
34.759734189,31.2454426030001,0,0
34.7608013610001,31.2438563920001,0,0
34.7601313860001,31.24472394,0,0
34.759355482,31.244844743,0,0
34.758555416,31.245619768,0,0
34.758698849,31.246754723,0,0
34.759272389,31.246447528,0,0
34.760520005,31.2467743930001,0,0
34.760769162,31.2474278660001,0,0
34.7605341670001,31.2480174400001,0,0
34.7577868070001,31.246649615,0,0
34.759264779,31.247424397,0,0
34.7588690910001,31.2476523620001,0,0
34.757876358,31.247589551,0,0
34.7592049570001,31.248144258,0,0
34.757132106,31.2490193290001,0,0
34.758354486,31.248424792,0,0
34.757057656,31.247806457,0,0
34.7567972800001,31.2484619520001,0,0
34.756321841,31.2488780190001,0,0
34.7955490860001,31.271940398,0,0
34.787941174,31.270204391,0,0
34.795215576,31.2651513180001,0,0
34.7954469410001,31.2679486750001,0,0
34.796983932,31.262680549,0,0
34.7968470010001,31.263720775,0,0
34.7962564170001,31.2701977670001,0,0
34.7940952020001,31.2623020180001,0,0
34.793636882,31.263587246,0,0
34.7936426570001,31.2644536170001,0,0
34.7980604050001,31.2633124600001,0,0
34.7980502890001,31.263928854,0,0
34.7980359420001,31.2647578240001,0,0
34.7980227150001,31.26552207,0,0
34.798006736,31.2664968460001,0,0
34.7979912930001,31.267254644,0,0
34.7979792360001,31.268021886,0,0
34.7979600780001,31.268964209,0,0
34.793335977,31.2693860540001,0,0
34.796185327,31.260590478,0,0
34.795252013,31.2607074850001,0,0
34.7962750030001,31.2613506880001,0,0
34.795317379,31.261274831,0,0
34.7958297230001,31.2625799470001,0,0
34.7957759930001,31.2635890060001,0,0
34.7951038190001,31.26316303,0,0
34.7939540310001,31.2628413150001,0,0
34.7942448100001,31.26859969,0,0
34.7914869620001,31.2593308730001,0,0
34.7910723860001,31.2589241090001,0,0
34.7991237310001,31.249161438,0,0
34.8023832040001,31.248228028,0,0
34.800819018,31.2470463880001,0,0
34.7977162400001,31.2450314880001,0,0
34.801256874,31.244789612,0,0
34.8004320220001,31.2456235330001,0,0
34.798271979,31.243096463,0,0
34.7989159,31.245725781,0,0
34.7972542,31.245225653,0,0
34.7963336920001,31.243870422,0,0
34.795573394,31.243320516,0,0
34.795264489,31.242840583,0,0
34.801635758,31.2487763830001,0,0
34.8046130880001,31.2450117180001,0,0
34.821071046,31.2252369500001,0,0
34.8088846260001,31.2179459160001,0,0
34.809062597,31.2169063210001,0,0
34.809186,31.216196257,0,0
34.8093521230001,31.215226413,0,0
34.809490764,31.214416397,0,0
34.8078877300001,31.213566825,0,0
34.809514112,31.2135590400001,0,0
34.8108263280001,31.213555731,0,0
34.811899291,31.213547614,0,0
34.814153005,31.2135398840001,0,0
34.810303225,31.2153953,0,0
34.811432274,31.2153843150001,0,0
34.813542152,31.215377388,0,0
34.8147270160001,31.215382737,0,0
34.810117615,31.217200872,0,0
34.8113793630001,31.2171952590001,0,0
34.8124028570001,31.217194121,0,0
34.813568532,31.2171862590001,0,0
34.8147033980001,31.2172371560001,0,0
34.8100359090001,31.218104069,0,0
34.8112895880001,31.2180986170001,0,0
34.8127858770001,31.2144424540001,0,0
34.812749152,31.215236014,0,0
34.8126017280001,31.217933035,0,0
34.8107869620001,31.228243493,0,0
34.811911176,31.228102392,0,0
34.8126228460001,31.227936393,0,0
34.8106619010001,31.2257662280001,0,0
34.8114679810001,31.225589965,0,0
34.8121231760001,31.22544643,0,0
34.812833803,31.2252899870001,0,0
34.808961009,31.2261401980001,0,0
34.8083246800001,31.226271984,0,0
34.8075290090001,31.226447039,0,0
34.806915921,31.226576413,0,0
34.8097605350001,31.2247983820001,0,0
34.810458925,31.224727595,0,0
34.8105316990001,31.2247189490001,0,0
34.8105436760001,31.223642522,0,0
34.809683181,31.2226651560001,0,0
34.8060021900001,31.226825811,0,0
34.809788107,31.22372219,0,0
34.811425969,31.2216309410001,0,0
