X,Y,Z,Type,Name,street,HouseNumbe,neighborho,Operator,Seats,Activity,fencing,lighting,handicappe,handicap_1,yearOfEsta,condition,Owner,ForSchool,associatio,SportType
34.7894394250001,31.2476257210001,0,מגרש טניס,מרכז הטניס שכונה א',,0.00000000000,,מרכז הטניס,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8043455150001,31.2548115290001,0,מגרש כדורסל – 19X32 מ',נטעים,גולומב,0.00000000000,ג',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,נטעים,,
34.8041341050001,31.2545999880001,0,אולם ספורט קטן – 20x10 מ',נטעים,גולומב,0.00000000000,ג',ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,נטעים,,
34.774265493,31.2707561290001,0,"4 מגרש כדורגל – 45X90 מ' דשא טיבעי
1 מגרש כדורגל 45X90 מ' דשא סינטטי",5 מגרשי כדורגל פיקה,הצדיק מירושלים,1.00000000000,נחל עשן,כיוונים,1000.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,"אגודות  הפועל, בית""ר ומכבי",כדורגל
34.7709589610001,31.2446956960001,0,מגרש כדורסל – 19X32 מ',יובלים,שבטה,0.00000000000,ט',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.775971251,31.25222095,0,מגרש כדורסל – 19X32 מ',אילנות,בורלא יהודה,19.00000000000,ה',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,אילנות,,
34.776263644,31.2520067670001,0,אולם ספורט בינוני – 32x19 מ',אילנות,בורלא יהודה,19.00000000000,ה',ניהול עצמי,100.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,אילנות,,
34.8087108140001,31.24996753,0,מגרש כדורסל – 19X32 מ',דגניה,ז'בוטינסקי,17.00000000000,ג',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.80827192,31.261662845,0,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מרכז הספורט באוניברסיטת בן גוריון,,0.00000000000,,אוניברסיטת בן גוריון,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8074026410001,31.262046637,0,מגרש ספורט משולב – 43X32 מ',מרכז הספורט באוניברסיטת בן גוריון,,0.00000000000,,אוניברסיטת בן גוריון,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.808069371,31.262069399,0,אחר: מתקן ספורט כללי,מרכז הספורט באוניברסיטת בן גוריון,,0.00000000000,,אוניברסיטת בן גוריון,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.781854353,31.2559187320001,0,אחר: מתקן ספורט כללי,מרכז האבקות ליד מקיף ג',ליד מקיף ג',0.00000000000,ב',כיוונים,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,הפועל,האבקות
34.8010908420001,31.2546980340001,0,מגרש כדורסל – 19X32 מ',"אולפנת אמי""ת",וינגייט,0.00000000000,ג',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,"אמי""ת",,
34.8007178030001,31.2547297200001,0,אולם ספורט בינוני – 32x19 מ',"אולפנת אמי""ת",וינגייט,0.00000000000,ג',כיוונים,100.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,"אמי""ת",מכבי דרום,התעמלות אומנותית
34.799600818,31.268472263,0,מגרש ספורט משולב – 43X32 מ',"אמירים תל""י",קלאוזנר,0.00000000000,ו' הישנה,ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,"אמירים-תל""י",,
34.792487855,31.230942428,0,מגרש כדורסל – 19X32 מ',אשלים פנימייה,,0.00000000000,,ניהול עצמי,0.00000000000,,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7927853310001,31.2307583480001,0,אולם ספורט קטן – 15x24 מ',אשלים פנימייה,,0.00000000000,,ניהול עצמי,0.00000000000,,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7881905400001,31.2639579770001,0,אולם ספורט קטן – 20x10 מ',בית העיוור,שאול המלך,1.00000000000,ו' החדשה,בית העיור,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8105820650001,31.2697615970001,0,מגרש ספורט משולב – 43X32 מ',בן גוריון,שד' אורי צבי גרינברג,0.00000000000,רמות,ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.810564765,31.2701275,0,אולם ספורט קטן – 15x24 מ',בן גוריון,שד' אורי צבי גרינברג,0.00000000000,רמות,ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,בן גוריון,כיוונים,חוגים
34.7692214040001,31.256809344,0,מגרש ספורט משולב – 43X32 מ',גבים,חתם סופר,0.00000000000,"יי""א",ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7689504210001,31.256482206,0,אולם ספורט קטן – 20x10 מ',גבים,חתם סופר,0.00000000000,"יי""א",ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8081219250001,31.2499604230001,0,אולם ספורט קטן – 20x10 מ',דגניה,ז'בוטינסקי,17.00000000000,ג',ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7910298680001,31.262214323,0,מגרש כדורסל – 19X32 מ',"חב""ד עוזיאל",בן יאיר,19.00000000000,ד',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7917696740001,31.2620668810001,0,אולם ספורט קטן – 20x10 מ',"חב""ד עוזיאל",בן יאיר,19.00000000000,ד',ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8087092740001,31.253263739,0,מגרש ספורט משולב – 43X32 מ',חזון עובדיה,גוש עציון,13.00000000000,ג',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.807976985,31.253308584,0,אולם ספורט קטן – 15x24 מ',חזון עובדיה,גוש עציון,13.00000000000,ג',ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8130268090001,31.2551153630001,0,מגרש ספורט משולב – 43X32 מ',טאובל,בן גוריון,0.00000000000,ג',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7738895430001,31.263426585,0,מגרש ספורט משולב – 43X32 מ',מאיר,מבצע עובדה,116.00000000000,ו' החדשה,ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.773899403,31.263952728,0,אולם ספורט קטן – 20x10 מ',"בה""ס מאיר",מבצע עובדה,116.00000000000,ו' החדשה,ניהול עצמי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.790072477,31.27298961,0,מגרש ספורט משולב – 43X32 מ',ישיבת בני עקיבא,התלמוד,2.00000000000,ד',ישיבת בני עקיבא,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7883219010001,31.263558823,0,מגרש ספורט משולב – 43X32 מ',מצפה,יהודה הלוי,0.00000000000,ד',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מצפה,,
34.7799193880001,31.2578606320001,0,מגרש ספורט משולב – 43X32 מ',ישיבת אמית,,0.00000000000,,ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ה',,
34.7798759680001,31.257464643,0,אולם ספורט גדול - 45X24 מ',מקיף ה',,0.00000000000,,כיוונים,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ה',"אליצור, הפועל ובית""ר","כדורסל, סייף וטנ""ש"
34.773248757,31.2475924760001,0,אולם ספורט גדול - 45X24 מ',מקיף ו',בית אל,0.00000000000,ט',כיוונים,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ו',"כיוונים, ליגה למקומות עבודה",כללי
34.7660024750001,31.2603353040001,0,מגרש פטאנק או כדורת דשא,"מתנ""ס יא'",מרדכי נמיר,11.00000000000,יא',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.765502155,31.260266066,0,מגרש מיני פיץ',"מתנ""ס יא'",מרדכי נמיר,11.00000000000,יא',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.794553976,31.2705715600001,0,מגרש כדורסל – 19X32 מ',יוסף קארו,אברהם אבינו,15.00000000000,ד',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.780735862,31.271302716,0,מגרש ספורט משולב – 43X32 מ',מכללת קיי,יהודה הלוי,0.00000000000,ו' החדשה,מכללת קיי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.780200635,31.270993676,0,אולם ספורט בינוני – 32x19 מ',מכללת קיי,יהודה הלוי,0.00000000000,ו' החדשה,מכללת קיי,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8002149390001,31.252473181,0,אולם ספורט בינוני – 32x19 מ',מקיף א',דרך השלום,15.00000000000,ג',כיוונים,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף א',"ניקה,מכבי, כיוונים","ריקודים, כדורסל, נכים"
34.7724636660001,31.2482144090001,0,מגרש ספורט משולב – 43X32 מ',מקיף ו',בית אל,0.00000000000,ט',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ו',,
34.7884995420001,31.2595936390001,0,מגרש פטאנק או כדורת דשא,פטאנק שלנו,יהודה הלוי,0.00000000000,,כיוונים,0.00000000000,בתיאום בלבד,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7882034420001,31.2576849,0,,יסודות,מנדלסון משה,40.00000000000,ב',ניהול עצמי,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8016822660001,31.252804155,0,מגרש ספורט משולב – 43X32 מ',מקיף א',דרך השלום,15.00000000000,ג',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף א',,
34.782196608,31.2562447280001,0,מגרש ספורט משולב – 43X32 מ',מקיף ג',דרך שמשון,1.00000000000,ב',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ג',,
34.7732510770001,31.248361377,0,אולם ספורט בינוני – 32x19 מ',מקיף ו',בית אל,0.00000000000,ט',כיוונים,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ו',,
34.7551264890001,31.254690171,0,אולם ספורט בינוני – 32x19 מ',טכני,אילן רמון,0.00000000000,,טכני,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7548631650001,31.253740152,0,מגרש ספורט משולב – 43X32 מ',טכני,אילן רמון,0.00000000000,,טכני,0.00000000000,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.782566925,31.243907893,0,מגרש משולב כדורסל וקטרגל,"מתחם רמב""ם","כיכר רמב""ם",0.00000000000,"רמב""ם",כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,משולב כדורסל וקטרגל
34.8140945060001,31.271109691,0,רמות שלמה בן יוסף,רמות שלמה בן יוסף,שלמה בן יוסף,0.00000000000,,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.809935889,31.2754025180001,0,גן כרמל - רמות,גן כרמל - רמות,רמות,0.00000000000,רמות,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.782306743,31.24738081,0,כדוסל,גן מרדכי,שכונה ג',0.00000000000,ה' הישנה,כיוונים,0.00000000000,פתוח ללא הגבלה,,כן,,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,קטרגל
34.789852178,31.261553803,0,מגרש קט רגל רבי עקיבא (המכתש),מגרש רבי עקיבא,שכונה ד' - בר גיורא/רבי עקעבא,0.00000000000,ד',כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,אין תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,כיוונים באר שבע,,לא,קטרגל
34.784099231,31.251810263,0,קטרגל,מרבד הקסמים,שכונה ה',0.00000000000,ה' הישנה,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,קטרגל
34.804064806,31.248052778,0,קט רגל,גאולים,שכונה ה',0.00000000000,,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,קט רגל
34.7800776930001,31.2405537340001,0,נווה זאב,י.ל פרץ,נווה זאב י.ל.פרץ,0.00000000000,נווה זאב,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,כדורסל
34.7717173520001,31.240703927,0,כדורסל,רח'  רונאל,נווהזאב,0.00000000000,נווה זאב,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.773402762,31.235708233,0,כדורסל,פיברג,נווה זאב,0.00000000000,נווה זאב,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,כדורסל
34.777828051,31.23543091,0,נווה זאב,נווה זאב,פארק כיכר הטנק,0.00000000000,,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.803368936,31.2781312480001,0,מתקן פתוח לכושר גופני,רמות,פבלו,0.00000000000,רמות,כיוונים,0.00000000000,פתוח ללא הגבלה,אין גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.773422569,31.259946239,0,מתקן פתוח לכושר גופני,פארק האוסטרלי,שכונה ו' החדשה,0.00000000000,ו' החדשה,כיוונים,0.00000000000,פתוח ללא הגבלה,אין גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.791310423,31.254311801,0,מתקן פתוח לכושר גופני,שכונה ב,ביאליק- ליד קולנוע חן,0.00000000000,ב',כיוונים,0.00000000000,פתוח ללא הגבלה,אין גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.8030342440001,31.2545510250001,0,קט רגל,גולומב,רחוב גולומב- שכונה ג',0.00000000000,,כיוונים,0.00000000000,פתוח ללא הגבלה,קיים גידור,כן,,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,כדורגל
34.7978481660001,31.2789951080001,0,כדורסל,,טדסקי גד,0.00000000000,רמות,כיוונים,0.00000000000,כן,כן,אין,,כן,,,,,,
34.826208212,31.272674787,0,,"שצ""פ מגרש קטרגל",,0.00000000000,,,0.00000000000,,,,,,,,,,,
34.8028537640001,31.2563287990001,0,קט רגל וינגייט,,וינגייט,0.00000000000,ג,כיוונים,0.00000000000,,,כן,,,,טוב מאוד,,,לא,
34.812641736,31.256021112,0,גלגיליות,טאובל,,0.00000000000,ג,,0.00000000000,,כן,,,,,,חברת כיוונים,,לא,
34.808439578,31.2576022800001,0,משולב כדורסל וקט רגל,חנה סנש,,0.00000000000,,,0.00000000000,,כן,,,,,,כיוונים,,לא,כדורסל וקט רגל
34.782515931,31.248795882,0,משולב כדורסל וכדורגל,חוגלה,חוגלה,0.00000000000,ה' הישנה,כיוונים,0.00000000000,,,כן,,,,טוב מאוד,,,לא,כדורסל וקטרגל
34.7762973710001,31.255968571,0,קט רגל,יעלים,יעלים,94.00000000000,ה' הישנה,כיוונים,0.00000000000,,כן,כן,,,,טוב מאוד,כיוונים,,לא,קטרגל
34.790852289,31.2693565770001,0,מגרש כדורגל נירים 70X35 (קטן),נירים,,0.00000000000,ד',כיוונים,0.00000000000,בתיאום מראש עם עם מאיר בוסקילה,,כן,כן,,,פעיל ותקין,,,קהילה וכיוונים,כדורגל
34.7778373020001,31.272036304,0,אולם ספורט רב תכליתי,הקונכיה,הצדיק מירושלים,1.00000000000,נחל עשן,כיוונים,3000.00000000000,בתיאום מראש,מבנה סגור,כן,כן,כן,2014,תקין ופעיל,כיוונים,,הפועל כדורסל ומכבי כדוריד,אולם רב תכליתי
34.7619063770001,31.2636576030001,0,פארק כושר,טוביהו,,0.00000000000,נחל עשן,כיוונים,0.00000000000,תקין ופעיל,,לא,כן,,,תקין ופעיל,,,לא,פאר כושר
34.7620680270001,31.2633068980001,0,פארק כושר,מקיף טוביהו,,0.00000000000,נחל עשן,כיוונים,0.00000000000,תקין ופעיל,כן,לא,לא,,,תקין ופעיל,,,לא,פארק כושר
34.7647927510001,31.2469901800001,0,משולב 2 מדרשי כדורסל וקטרגל,"שצ""פ נאות לון",שמחה הוצברג,0.00000000000,נאות לון,כיוונים,0.00000000000,תקין ופעיל,,כן,כן,,,תקין ופעיל,,,פתוח,כדורסלוקטרגל
34.779018627,31.257854691,0,מינץ,מינץ,שכונה ה',0.00000000000,,כיוונים,0.00000000000,פתוח ללא הגבלה,,,,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,
34.7891132780001,31.2463702260001,0,כושר גופני,פארק כושר סוקולוב,,0.00000000000,א',כיוונים,0.00000000000,פעיל,,לא,,,2014,3 מתקנים הוסרו עקב ליקויים,,,לא,כושר
34.7679471330001,31.2555182930001,0,מגרש קטרגל,"שצ""פ חתם סופר",חתם סופר,0.00000000000,"י""א",כיוונים,0.00000000000,פעיל,,לא,,,,פעיל,,,לא,קטרגל
34.7778753900001,31.224724296,0,כושר גופני,פארק כושר נחל בקע,הצנחנים,0.00000000000,נחל בקע,כיוונים,0.00000000000,פעיל,,לא,,,,פעיל,,,לא,כושר
34.765037647,31.2283187520001,0,מגרש משולב- קט רגל וכדורסל,פלח 7,ינשוף,0.00000000000,פלח 7,כיוונים,0.00000000000,כן,כן,כן,כן,,,,,,,
34.797805414,31.2790856240001,0,קט רגל,גד טדסקי,גד טדסקי,0.00000000000,רמות,כיוונים,0.00000000000,כן,כן,לא,כן,,,תקין,,,,
34.7771340200001,31.2430676160001,0,פארק כושר,ג'ו אלון,ג'ו אלון,0.00000000000,שכונה ט',כן,0.00000000000,כן,לא,לא,כן,כן,,תקין,כיוונים,,,
34.7986616380001,31.2669890020001,0,מתקן אימון כושר גופני,גן סיאטל,רגר- פינת רינגלבלום,0.00000000000,שכ' ו' הישנה,כיוונים,0.00000000000,כן,לא,כן,כן,,,,,,,
34.809596791,31.2564487490001,0,מתקן אימון כושר גופני,וינגייט,וינגיט פינת חנה סנש,0.00000000000,שכונה ג',כיוונים,0.00000000000,כן,לא,לא,,,,תקין,,,,
34.7956865680001,31.245501301,0,מתקן אימון כושר גופני,גן הראשונים,רגר פינת ויימצן,0.00000000000,שכונה א',כיוונים,0.00000000000,,,,,,,,,,,
34.7850271230001,31.231064001,0,מתקן כושר אימון גופני,גן אפרסמון נווה נוי,אפרסמון,0.00000000000,נווה נוי,כיוונים,0.00000000000,,,,,,,,,,,
34.763414359,31.242692064,0,מתקן אימון כושר גופני,יצחק ולבר,יצחק ולבר,0.00000000000,נאות לון,כיוונים,0.00000000000,כן,לא,כן,,,,,,,,
34.7648255290001,31.2682262,0,מתקן אימון כושר גופני,רבקה,רבקה,0.00000000000,נחל עשן,כיוונים,0.00000000000,,,,,,,,,,,
34.8112135920001,31.259607209,0,מתקן אימון כושר גופני,פארק מרמלדה,שד' בן גוריון,0.00000000000,שכונה ג',כיוונים,0.00000000000,כן,כן,כן,,כן,,,,,,
34.7706174910001,31.247720626,0,"שצ""פ כדורסל יחיד",עין גדי,,0.00000000000,ט',כיוונים,0.00000000000,כן,כן,כן,כן,כן,2016,תקין,כיוונים,,,
